epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,59.471,3.81916,5.80049,4.46905,0,0,0,0,4.0431,5.56597,4.16082,0.00017148,0.00017148,0.00017148
2,119.579,3.65062,5.12058,4.31825,0,0,0,0,4.06422,5.57909,4.16665,0.000239358,0.000239358,0.000239358
3,177.351,3.17798,4.19916,4.20888,0,0,0,0,4.1059,5.57977,4.18208,0.000184627,0.000184627,0.000184627
